Info 0    [18:44:21.185] Starting TS Server
Info 581  [19:32:11.762] getCompletionsAtPosition: isCompletionListBlocker: 0.0022999998182058334
Info 582  [19:32:11.763] getCompletionData: Semantic work: 0.9021000005304813
Info 583  [19:32:11.763] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.24740000069141388
Info 584  [19:32:12.407] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 585  [19:32:12.409] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 132 structureChanged: false Elapsed: 2.0369000006467104ms
Info 586  [19:32:12.409] Different program with same set of files:: structureIsReused:: 2
Info 587  [19:32:12.707] getCompletionData: Get current token: 0.005699999630451202
Info 588  [19:32:12.707] getCompletionData: Is inside comment: 0.028200000524520874
Info 589  [19:32:12.707] getCompletionData: Get previous token 1: 0.05860000103712082
Info 590  [19:32:12.707] getCompletionsAtPosition: isCompletionListBlocker: 0.0027000010013580322
Info 591  [19:32:12.708] getCompletionData: Semantic work: 0.8263999987393618
Info 592  [19:32:12.709] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.001199999824166298
Info 593  [19:32:14.236] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 594  [19:32:14.238] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 133 structureChanged: false Elapsed: 1.8410000000149012ms
Info 595  [19:32:14.238] Different program with same set of files:: structureIsReused:: 2
Info 596  [19:32:15.365] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 597  [19:32:15.368] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 134 structureChanged: false Elapsed: 2.6414000000804663ms
Info 598  [19:32:15.368] Different program with same set of files:: structureIsReused:: 2
Info 599  [19:32:20.033] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 600  [19:32:20.035] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 135 structureChanged: false Elapsed: 2.459800001233816ms
Info 601  [19:32:20.047] Different program with same set of files:: structureIsReused:: 2
Info 602  [19:32:20.660] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 603  [19:32:20.663] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 136 structureChanged: false Elapsed: 3.0375999994575977ms
Info 604  [19:32:20.663] Different program with same set of files:: structureIsReused:: 2
Info 605  [19:32:20.970] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 606  [19:32:20.975] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 137 structureChanged: false Elapsed: 4.498100001364946ms
Info 607  [19:32:20.975] Different program with same set of files:: structureIsReused:: 2
Info 608  [19:32:21.540] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 609  [19:32:21.542] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 138 structureChanged: false Elapsed: 2.2730999998748302ms
Info 610  [19:32:21.542] Different program with same set of files:: structureIsReused:: 2
Info 611  [19:32:21.840] getCompletionData: Get current token: 0.006200000643730164
Info 612  [19:32:21.840] getCompletionData: Is inside comment: 0.02759999968111515
Info 613  [19:32:21.840] getCompletionData: Get previous token 1: 0.020999999716877937
Info 614  [19:32:21.840] getCompletionData: Get previous token 2: 0.021800000220537186
Info 615  [19:32:21.841] getCompletionsAtPosition: isCompletionListBlocker: 0.0028000008314847946
Info 616  [19:32:21.843] getSymbolsFromOtherSourceFileExports: Using cached list
Info 617  [19:32:21.843] getCompletionData: Semantic work: 2.7022999990731478
Info 618  [19:32:21.850] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.097200000658631
Info 619  [19:32:22.430] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 620  [19:32:22.432] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 139 structureChanged: false Elapsed: 2.0033999998122454ms
Info 621  [19:32:22.432] Different program with same set of files:: structureIsReused:: 2
Info 622  [19:32:23.145] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 623  [19:32:23.148] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 140 structureChanged: false Elapsed: 3.147700000554323ms
Info 624  [19:32:23.148] Different program with same set of files:: structureIsReused:: 2
Info 625  [19:32:23.827] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 626  [19:32:23.829] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 141 structureChanged: false Elapsed: 2.117900000885129ms
Info 627  [19:32:23.829] Different program with same set of files:: structureIsReused:: 2
Info 628  [19:32:24.801] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 629  [19:32:24.803] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 142 structureChanged: false Elapsed: 2.016100000590086ms
Info 630  [19:32:24.803] Different program with same set of files:: structureIsReused:: 2
Info 631  [19:32:25.571] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 632  [19:32:25.573] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 143 structureChanged: false Elapsed: 1.9519999995827675ms
Info 633  [19:32:25.573] Different program with same set of files:: structureIsReused:: 2
Info 634  [19:32:26.318] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 635  [19:32:26.320] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 144 structureChanged: false Elapsed: 2.0143999997526407ms
Info 636  [19:32:26.320] Different program with same set of files:: structureIsReused:: 2
Info 637  [19:32:27.530] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 638  [19:32:27.532] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 145 structureChanged: false Elapsed: 2.1689000017941ms
Info 639  [19:32:27.532] Different program with same set of files:: structureIsReused:: 2
Info 640  [19:32:27.933] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 641  [19:32:27.938] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 146 structureChanged: false Elapsed: 4.888000000268221ms
Info 642  [19:32:27.938] Different program with same set of files:: structureIsReused:: 2
Info 643  [19:32:28.233] getCompletionData: Get current token: 0.02709999866783619
Info 644  [19:32:28.233] getCompletionData: Is inside comment: 0.035599999129772186
Info 645  [19:32:28.233] getCompletionData: Get previous token 1: 0.027000000700354576
Info 646  [19:32:28.233] getCompletionsAtPosition: isCompletionListBlocker: 0.002399999648332596
Info 647  [19:32:28.233] getCompletionData: Semantic work: 0.2909999992698431
Info 648  [19:32:28.233] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.12060000002384186
Info 649  [19:32:29.211] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 650  [19:32:29.213] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 147 structureChanged: false Elapsed: 2.061599999666214ms
Info 651  [19:32:29.213] Different program with same set of files:: structureIsReused:: 2
Info 652  [19:32:29.666] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 653  [19:32:29.668] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 148 structureChanged: false Elapsed: 2.555900000035763ms
Info 654  [19:32:29.668] Different program with same set of files:: structureIsReused:: 2
Info 655  [19:32:30.921] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 656  [19:32:30.925] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 149 structureChanged: false Elapsed: 3.6979999989271164ms
Info 657  [19:32:30.925] Different program with same set of files:: structureIsReused:: 2
Info 658  [19:32:31.475] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 659  [19:32:31.477] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 150 structureChanged: false Elapsed: 1.8681000005453825ms
Info 660  [19:32:31.477] Different program with same set of files:: structureIsReused:: 2
Info 661  [19:32:32.433] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 662  [19:32:32.435] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 151 structureChanged: false Elapsed: 1.8875999990850687ms
Info 663  [19:32:32.435] Different program with same set of files:: structureIsReused:: 2
Info 664  [19:32:32.644] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 665  [19:32:32.646] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 152 structureChanged: false Elapsed: 1.7824000008404255ms
Info 666  [19:32:32.646] Different program with same set of files:: structureIsReused:: 2
Info 667  [19:32:33.180] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 668  [19:32:33.182] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 153 structureChanged: false Elapsed: 1.9008000008761883ms
Info 669  [19:32:33.182] Different program with same set of files:: structureIsReused:: 2
Info 670  [19:32:33.479] getCompletionData: Get current token: 0.005699999630451202
Info 671  [19:32:33.479] getCompletionData: Is inside comment: 0.03099999949336052
Info 672  [19:32:33.479] getCompletionData: Get previous token 1: 0.024899998679757118
Info 673  [19:32:33.479] getCompletionData: Get previous token 2: 0.03399999998509884
Info 674  [19:32:33.480] getCompletionsAtPosition: isCompletionListBlocker: 0.0025999993085861206
Info 675  [19:32:33.480] getCompletionData: Semantic work: 0.5168999992311001
Info 676  [19:32:33.480] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.000700000673532486
Info 677  [19:32:34.858] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 678  [19:32:34.861] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 154 structureChanged: false Elapsed: 3.381599999964237ms
Info 679  [19:32:34.861] Different program with same set of files:: structureIsReused:: 2
Info 680  [19:32:35.087] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 681  [19:32:35.089] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 155 structureChanged: false Elapsed: 1.811599999666214ms
Info 682  [19:32:35.089] Different program with same set of files:: structureIsReused:: 2
Info 683  [19:32:35.526] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 684  [19:32:35.528] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 156 structureChanged: false Elapsed: 1.7778999991714954ms
Info 685  [19:32:35.528] Different program with same set of files:: structureIsReused:: 2
Info 686  [19:32:35.738] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 687  [19:32:35.740] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 157 structureChanged: false Elapsed: 2.2568999994546175ms
Info 688  [19:32:35.741] Different program with same set of files:: structureIsReused:: 2
Info 689  [19:32:36.459] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 690  [19:32:36.461] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 158 structureChanged: false Elapsed: 1.7965999990701675ms
Info 691  [19:32:36.473] Different program with same set of files:: structureIsReused:: 2
Info 692  [19:32:38.832] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 693  [19:32:38.834] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 159 structureChanged: false Elapsed: 1.8568000011146069ms
Info 694  [19:32:38.834] Different program with same set of files:: structureIsReused:: 2
Info 695  [19:34:13.253] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 696  [19:34:13.255] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 160 structureChanged: false Elapsed: 1.9473999999463558ms
Info 697  [19:34:13.256] Different program with same set of files:: structureIsReused:: 2
Info 698  [19:34:13.525] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 699  [19:34:13.527] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 161 structureChanged: false Elapsed: 1.9318000003695488ms
Info 700  [19:34:13.527] Different program with same set of files:: structureIsReused:: 2
Info 701  [19:34:14.308] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 702  [19:34:14.309] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 162 structureChanged: false Elapsed: 1.8274999987334013ms
Info 703  [19:34:14.309] Different program with same set of files:: structureIsReused:: 2
Info 704  [19:34:14.757] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 705  [19:34:14.759] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 163 structureChanged: false Elapsed: 1.9783000014722347ms
Info 706  [19:34:14.759] Different program with same set of files:: structureIsReused:: 2
Info 707  [19:34:18.073] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 708  [19:34:18.078] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 164 structureChanged: false Elapsed: 4.593599999323487ms
Info 709  [19:34:18.078] Different program with same set of files:: structureIsReused:: 2
Info 710  [19:34:18.480] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 711  [19:34:18.483] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 165 structureChanged: false Elapsed: 2.775799999013543ms
Info 712  [19:34:18.483] Different program with same set of files:: structureIsReused:: 2
Info 713  [19:34:20.780] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 714  [19:34:20.782] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 166 structureChanged: false Elapsed: 2.428999999538064ms
Info 715  [19:34:20.782] Different program with same set of files:: structureIsReused:: 2
Info 716  [19:34:21.079] getCompletionData: Get current token: 0.006199998781085014
Info 717  [19:34:21.079] getCompletionData: Is inside comment: 0.0272000003606081
Info 718  [19:34:21.079] getCompletionData: Get previous token 1: 0.022099999710917473
Info 719  [19:34:21.079] getCompletionData: Get previous token 2: 0.03220000118017197
Info 720  [19:34:21.079] getCompletionsAtPosition: isCompletionListBlocker: 0.08940000087022781
Info 721  [19:34:21.083] getSymbolsFromOtherSourceFileExports: Using cached list
Info 722  [19:34:21.084] getCompletionData: Semantic work: 4.718700001016259
Info 723  [19:34:21.090] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.832399999722838
Info 724  [19:34:21.434] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 725  [19:34:21.437] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 167 structureChanged: false Elapsed: 2.582200000062585ms
Info 726  [19:34:21.437] Different program with same set of files:: structureIsReused:: 2
Info 727  [19:34:21.437] getCompletionData: Get current token: 0.005099998787045479
Info 728  [19:34:21.437] getCompletionData: Is inside comment: 0.02499999850988388
Info 729  [19:34:21.437] getCompletionData: Get previous token 1: 0.02019999921321869
Info 730  [19:34:21.437] getCompletionData: Get previous token 2: 0.028300000354647636
Info 731  [19:34:21.437] getCompletionsAtPosition: isCompletionListBlocker: 0.011699998751282692
Info 732  [19:34:21.439] getSymbolsFromOtherSourceFileExports: Using cached list
Info 733  [19:34:21.439] getCompletionData: Semantic work: 2.5159000009298325
Info 734  [19:34:21.447] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 7.5413000006228685
Info 735  [19:34:21.810] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 736  [19:34:21.813] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 168 structureChanged: false Elapsed: 3.5515999998897314ms
Info 737  [19:34:21.813] Different program with same set of files:: structureIsReused:: 2
Info 738  [19:34:22.322] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 739  [19:34:22.324] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 169 structureChanged: false Elapsed: 1.9788000006228685ms
Info 740  [19:34:22.324] Different program with same set of files:: structureIsReused:: 2
Info 741  [19:34:23.472] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 742  [19:34:23.474] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 170 structureChanged: false Elapsed: 2.452699998393655ms
Info 743  [19:34:23.474] Different program with same set of files:: structureIsReused:: 2
Info 744  [19:34:23.706] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 745  [19:34:23.708] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 171 structureChanged: false Elapsed: 2.4766000006347895ms
Info 746  [19:34:23.708] Different program with same set of files:: structureIsReused:: 2
Info 747  [19:34:23.993] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 748  [19:34:23.995] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 172 structureChanged: false Elapsed: 1.9041000008583069ms
Info 749  [19:34:23.995] Different program with same set of files:: structureIsReused:: 2
Info 750  [19:34:24.794] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 751  [19:34:24.796] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 173 structureChanged: false Elapsed: 2.013299999758601ms
Info 752  [19:34:24.796] Different program with same set of files:: structureIsReused:: 2
Info 753  [19:34:25.545] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 754  [19:34:25.548] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 174 structureChanged: false Elapsed: 2.107100000604987ms
Info 755  [19:34:25.548] Different program with same set of files:: structureIsReused:: 2
Info 756  [19:34:25.845] getCompletionData: Get current token: 0.0066999997943639755
Info 757  [19:34:25.845] getCompletionData: Is inside comment: 0.027900001034140587
Info 758  [19:34:25.845] getCompletionData: Get previous token 1: 0.022100001573562622
Info 759  [19:34:25.845] getCompletionData: Get previous token 2: 0.03720000013709068
Info 760  [19:34:25.845] getCompletionsAtPosition: isCompletionListBlocker: 0.00989999994635582
Info 761  [19:34:25.847] getSymbolsFromOtherSourceFileExports: Using cached list
Info 762  [19:34:25.847] getCompletionData: Semantic work: 2.503999998793006
Info 763  [19:34:25.853] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 5.26490000076592
Info 764  [19:34:26.300] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 765  [19:34:26.303] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 175 structureChanged: false Elapsed: 2.3900000005960464ms
Info 766  [19:34:26.303] Different program with same set of files:: structureIsReused:: 2
Info 767  [19:34:26.600] getCompletionData: Get current token: 0.006100000813603401
Info 768  [19:34:26.600] getCompletionData: Is inside comment: 0.030500000342726707
Info 769  [19:34:26.600] getCompletionData: Get previous token 1: 0.02410000003874302
Info 770  [19:34:26.600] getCompletionData: Get previous token 2: 0.0272000003606081
Info 771  [19:34:26.600] getCompletionsAtPosition: isCompletionListBlocker: 0.0025999993085861206
Info 772  [19:34:26.600] Returning an empty list because completion was requested in an invalid position.
Info 773  [19:34:27.232] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 774  [19:34:27.235] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 176 structureChanged: false Elapsed: 2.2469999995082617ms
Info 775  [19:34:27.235] Different program with same set of files:: structureIsReused:: 2
Info 776  [19:34:30.636] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 777  [19:34:30.638] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 177 structureChanged: false Elapsed: 1.9678999986499548ms
Info 778  [19:34:30.638] Different program with same set of files:: structureIsReused:: 2
Info 779  [19:34:31.041] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 780  [19:34:31.045] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 178 structureChanged: false Elapsed: 3.2006000000983477ms
Info 781  [19:34:31.045] Different program with same set of files:: structureIsReused:: 2
Info 782  [19:34:31.530] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 783  [19:34:31.533] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 179 structureChanged: false Elapsed: 2.287399999797344ms
Info 784  [19:34:31.533] Different program with same set of files:: structureIsReused:: 2
Info 785  [19:34:31.919] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 786  [19:34:31.922] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 180 structureChanged: false Elapsed: 2.4836999997496605ms
Info 787  [19:34:31.922] Different program with same set of files:: structureIsReused:: 2
Info 788  [19:34:32.425] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 789  [19:34:32.427] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 181 structureChanged: false Elapsed: 1.9824999999254942ms
Info 790  [19:34:32.427] Different program with same set of files:: structureIsReused:: 2
Info 791  [19:34:32.724] getCompletionData: Get current token: 0.006500000134110451
Info 792  [19:34:32.724] getCompletionData: Is inside comment: 0.047599999234080315
Info 793  [19:34:32.724] getCompletionData: Get previous token 1: 0.025699999183416367
Info 794  [19:34:32.724] getCompletionData: Get previous token 2: 0.029000001028180122
Info 795  [19:34:32.724] getCompletionsAtPosition: isCompletionListBlocker: 0.0028000008314847946
Info 796  [19:34:32.724] Returning an empty list because completion was requested in an invalid position.
Info 797  [19:34:34.152] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 798  [19:34:34.154] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 182 structureChanged: false Elapsed: 1.9640999995172024ms
Info 799  [19:34:34.154] Different program with same set of files:: structureIsReused:: 2
Info 800  [19:34:34.963] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 801  [19:34:34.966] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 183 structureChanged: false Elapsed: 2.132200000807643ms
Info 802  [19:34:34.966] Different program with same set of files:: structureIsReused:: 2
Info 803  [19:34:36.927] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 804  [19:34:36.930] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 184 structureChanged: false Elapsed: 2.6660000011324883ms
Info 805  [19:34:36.930] Different program with same set of files:: structureIsReused:: 2
Info 806  [19:34:37.311] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 807  [19:34:37.314] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 185 structureChanged: false Elapsed: 2.856300000101328ms
Info 808  [19:34:37.314] Different program with same set of files:: structureIsReused:: 2
Info 809  [19:34:37.611] getCompletionData: Get current token: 0.00559999980032444
Info 810  [19:34:37.611] getCompletionData: Is inside comment: 0.0336999986320734
Info 811  [19:34:37.611] getCompletionData: Get previous token 1: 0.022899998351931572
Info 812  [19:34:37.611] getCompletionData: Get previous token 2: 0.029099998995661736
Info 813  [19:34:37.611] getCompletionsAtPosition: isCompletionListBlocker: 0.011399999260902405
Info 814  [19:34:37.613] getSymbolsFromOtherSourceFileExports: Using cached list
Info 815  [19:34:37.614] getCompletionData: Semantic work: 3.4358000010252
Info 816  [19:34:37.619] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.6135999988764524
Info 817  [19:34:38.128] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 818  [19:34:38.131] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 186 structureChanged: false Elapsed: 2.06110000051558ms
Info 819  [19:34:38.131] Different program with same set of files:: structureIsReused:: 2
Info 820  [19:34:38.131] getCompletionData: Get current token: 0.025200000032782555
Info 821  [19:34:38.131] getCompletionData: Is inside comment: 0.006799999624490738
Info 822  [19:34:38.131] getCompletionData: Get previous token 1: 0.03980000130832195
Info 823  [19:34:38.131] getCompletionData: Get previous token 2: 0.031300000846385956
Info 824  [19:34:38.131] getCompletionsAtPosition: isCompletionListBlocker: 0.012599999085068703
Info 825  [19:34:38.134] getSymbolsFromOtherSourceFileExports: Recomputing list for details entry
Info 826  [19:34:38.135] forEachExternalModuleToImportFrom: filtered out 0 modules by package.json contents
Info 827  [19:34:38.135] getSymbolsFromOtherSourceFileExports: 1.1061000004410744
Info 828  [19:34:38.136] getCompletionData: Semantic work: 4.4221000000834465
Info 829  [19:34:40.924] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 830  [19:34:40.931] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 187 structureChanged: false Elapsed: 6.620500000193715ms
Info 831  [19:34:40.931] Different program with same set of files:: structureIsReused:: 2
Info 832  [19:34:41.223] getCompletionData: Get current token: 0.005699999630451202
Info 833  [19:34:41.223] getCompletionData: Is inside comment: 0.028300000354647636
Info 834  [19:34:41.223] getCompletionData: Get previous token 1: 0.02200000174343586
Info 835  [19:34:41.223] getCompletionData: Get previous token 2: 0.03199999965727329
Info 836  [19:34:41.223] getCompletionsAtPosition: isCompletionListBlocker: 0.01080000028014183
Info 837  [19:34:41.225] getSymbolsFromOtherSourceFileExports: Using cached list
Info 838  [19:34:41.225] getCompletionData: Semantic work: 2.4074000008404255
Info 839  [19:34:41.230] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 4.221599999815226
Info 840  [19:34:42.886] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 841  [19:34:42.888] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 188 structureChanged: false Elapsed: 1.9409999996423721ms
Info 842  [19:34:42.888] Different program with same set of files:: structureIsReused:: 2
Info 843  [19:35:27.077] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 844  [19:35:27.080] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 189 structureChanged: false Elapsed: 3.076400000602007ms
Info 845  [19:35:27.080] Different program with same set of files:: structureIsReused:: 2
Info 846  [19:35:27.808] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 847  [19:35:27.810] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 190 structureChanged: false Elapsed: 2.6332999989390373ms
Info 848  [19:35:27.810] Different program with same set of files:: structureIsReused:: 2
Info 849  [19:35:28.332] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 850  [19:35:28.336] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 191 structureChanged: false Elapsed: 3.580900000408292ms
Info 851  [19:35:28.336] Different program with same set of files:: structureIsReused:: 2
Info 852  [19:35:28.549] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 853  [19:35:28.551] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 192 structureChanged: false Elapsed: 2.0465999990701675ms
Info 854  [19:35:28.551] Different program with same set of files:: structureIsReused:: 2
Info 855  [19:35:29.762] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 856  [19:35:29.765] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 193 structureChanged: false Elapsed: 3.0712999999523163ms
Info 857  [19:35:29.765] Different program with same set of files:: structureIsReused:: 2
Info 858  [19:35:30.465] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 859  [19:35:30.467] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 194 structureChanged: false Elapsed: 2.197800001129508ms
Info 860  [19:35:30.467] Different program with same set of files:: structureIsReused:: 2
Info 861  [19:35:30.765] getCompletionData: Get current token: 0.006500000134110451
Info 862  [19:35:30.765] getCompletionData: Is inside comment: 0.026799999177455902
Info 863  [19:35:30.765] getCompletionData: Get previous token 1: 0.020399998873472214
Info 864  [19:35:30.765] getCompletionData: Get previous token 2: 0.03349999897181988
Info 865  [19:35:30.765] getCompletionsAtPosition: isCompletionListBlocker: 0.002199999988079071
Info 866  [19:35:30.766] getCompletionData: Semantic work: 0.8138000015169382
Info 867  [19:35:30.766] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.24019999988377094
Info 868  [19:35:31.966] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 869  [19:35:31.969] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 195 structureChanged: false Elapsed: 3.3378000017255545ms
Info 870  [19:35:31.969] Different program with same set of files:: structureIsReused:: 2
Info 871  [19:35:32.266] getCompletionData: Get current token: 0.006999999284744263
Info 872  [19:35:32.267] getCompletionData: Is inside comment: 0.028300000354647636
Info 873  [19:35:32.267] getCompletionData: Get previous token 1: 0.022099999710917473
Info 874  [19:35:32.267] getCompletionsAtPosition: isCompletionListBlocker: 0.0021000001579523087
Info 875  [19:35:32.267] getCompletionData: Semantic work: 0.8243000004440546
Info 876  [19:35:32.268] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.0013999994844198227
